the_geom,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON
POINT (-122.463898009284 37.764303947924),1663,538 IRVING ST,Surreal You Hair Design,IRVING,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{B51D8DF5-C99B-43B3-9FDF-A20C82A54733},2012,7,37.764299,-122.463885
POINT (-122.395255009482 37.727637948143),2321,5600 03RD ST,Armstrong Senior and Place Housing,03RD,SIDEWALK,4,8,,,MTA,10/21/2017 12:21:52 AM +0000,{6954AB2B-D8B6-4C1C-8CC3-30D1EE00F1D3},2010,0,37.727633,-122.395242
POINT (-122.421200008569 37.754681948457),1579,1128 VALENCIA ST,AptandUK,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{6368F301-C401-4BC0-BBC9-1328B5DB93C8},0,0,37.754677,-122.421187
POINT (-122.4190290083 37.764848947859),716,2973 16TH ST,Yoga to the People,16TH,ROADWAY,4,8,,,MTA,10/21/2017 12:21:37 AM +0000,{25B9C795-8DBD-489F-B8FE-4427F3D63CCD},2011,12,37.764844,-122.419016
POINT (-122.464349008603 37.742873947513),1358,5 LENOX WAY,West Portal Elementary School and GLO,CLAREMONT,PARCEL,4,8,,,MTA,10/21/2017 12:21:20 AM +0000,{EB09E641-FBD8-473D-9E7B-20D8DF1B7A0D},0,0,37.742869,-122.464336
POINT (-122.498866808989 37.77539582819),65,3729 BALBOA ST,Purusha Yoga,BALBOA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{0F8AEB97-8766-4692-9F7C-5E03D1481868},2014,7,37.775391,-122.498854
POINT (-122.403604808355 37.782177347627),175,851 HOWARD ST,Pacific Energy Center,HOWARD,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:24 AM +0000,{17DEDBB0-F04C-42DF-9408-F16AE6407C5B},2015,7,37.782172,-122.403592
POINT (-122.427719008606 37.732812947432),1712,4056 MISSION ST,SF Electrical Training Facility,MISSION,SIDEWALK,2,4,,,MTA,10/21/2017 12:22:03 AM +0000,{2AEED436-6F13-453B-BEB7-7BCC6F2F7ACC},2010,0,37.732808,-122.427706
POINT (-122.396569008775 37.78842294813),896,500 HOWARD ST,Foundry Square and Specialty's Cafe,01ST,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:47 AM +0000,{3D78A60C-A6C1-4065-A9E7-CE6BE02CE9D4},2014,9,37.788418,-122.396556
POINT (-122.471266151439 37.782704763946),3375,1136 Clement,Thidwick Books,CLEMENT,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{22C39B9F-07B4-44F0-9717-B1C5ECE190F3},2016,10,37.7827,-122.471253
POINT (-122.420517007813 37.757141948212),232,3266 21ST ST,Gravel & Gold,21ST,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{6F07B8D4-065D-495F-A1C1-CE31EA1FB827},2010,0,37.757137,-122.420504
POINT (-122.422764008819 37.777603947517),3004,399 GROVE ST,Boxing Room,GOUGH,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:47 AM +0000,{0C6B6904-D2C9-4992-A538-5E60F038A6AA},0,0,37.777599,-122.422751
POINT (-122.407910009157 37.764155947968),686,440 POTRERO AVE,UNKNOWN,POTRERO,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{360D3BD8-F6FB-42F2-9AB0-3569538D1D9D},2004,0,37.764151,-122.407897
POINT (-122.423204008986 37.752100947866),536,1198 GUERRERO ST,24 Guerrero Cleaners,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{8FE0F8D5-039F-4791-ABE1-BEF4B1C4C3CC},0,0,37.752096,-122.423191
POINT (-122.420342853273 37.805962105929),2998,2722 HYDE ST A,Art Attack SF,HYDE,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:39 AM +0000,{A6A99F4D-1A0F-4947-80DF-A79F6ED2FD7D},2015,9,37.805957,-122.42033
POINT (-122.39614840798 37.762502547364),1764,1331 18TH ST,Kate's Closet,18TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{D3565394-CAA9-4B17-BF85-9CACB7B1C203},2015,1,37.762498,-122.396135
POINT (-122.41411800878 37.760110947581),880,620 TREAT AVE,Southern Pacific Brewing,TREAT,ROADWAY,6,12,,,MTA,10/21/2017 12:21:21 AM +0000,{D8E241D2-5951-475C-A6D9-FAD0979DF0C8},2014,5,37.760106,-122.414105
POINT (-122.412568108695 37.786467947737),2206,569 GEARY ST,Glass Kandy,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{5EF91FBA-7481-413D-B3EE-B742E1600638},2015,1,37.786463,-122.412555
POINT (-122.466309744875 37.765080099219),3402,1244 9th ave,park smile orthodontics,09TH,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{9FA7ED12-9339-44D5-A3B9-0759031D4711},2016,8,37.765075,-122.466297
POINT (-122.50365400832 37.753833947932),354,1775 44TH AVE,Noriega CDC Francis Scott Key Satellite CDC,44TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:33 AM +0000,{4664742C-9F2D-40DD-AF0E-7CA0B4C76B43},2013,1,37.753829,-122.503641
POINT (-122.451596008354 37.731246948058),2660,717 MONTEREY BLVD,Big Joe's Broiler 2,MONTEREY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:35 AM +0000,{E4E29764-3E55-4DBC-A41E-C79F64CC91E6},2010,0,37.731242,-122.451583
POINT (-122.418577998197 37.784203220769),883,750 ELLIS ST,Rusty's Southern,ELLIS,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:47 AM +0000,{FFD552B2-E3EF-4297-A635-9C8F59ACAF32},2015,11,37.784198,-122.418565
POINT (-122.428983009422 37.765893948272),1385,314 CHURCH ST,Chili Pie,CHURCH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{10AFFE83-9524-4775-ABB9-1874360C4781},2013,6,37.765889,-122.42897
POINT (-122.43379700899 37.76399194834),1759,2312 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{73EA067E-56B2-4F3F-B88F-A22C2D3F317A},2002,0,37.763987,-122.433784
POINT (-122.442021009329 37.715610948718),2213,5210 MISSION ST,El Pollo Supremo,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:04 AM +0000,{4DEDC763-A4EE-4E2C-8E7D-F462E7B1EB66},2013,7,37.715606,-122.442008
POINT (-122.424367008529 37.735521947829),1862,3839 MISSION ST,Giovanni's Pizza,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{1F281347-305F-4EB0-B204-81D94AA59E9F},2012,7,37.735517,-122.424354
POINT (-122.400437844476 37.78748962645),1781,101 NEW MONTGOMERY ST,Specialty's Café,NEW MONTGOMERY,SIDEWALK,1,2,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:22:03 AM +0000,{058BAF75-A31C-4E27-A6B6-EFF576C20AA8},2015,8,37.787485,-122.400425
POINT (-122.425854008891 37.733828947861),1101,5 MURRAY ST,Metreon,MURRAY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{4165DF58-A6AF-4CB8-89CD-014D07D6D9C3},2006,0,37.733824,-122.425841
POINT (-122.42491200876 37.7768159471),2986,516 HAYES ST,Acme Surplus,HAYES,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{71769BFD-4B6F-4508-9B97-5DC226D1F61A},2010,0,37.776811,-122.424899
POINT (-122.431335308404 37.742206828526),448,1670 NOE ST,Kate Kennedy CDC,NOE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{82179035-5648-4C15-9BB2-1EF4BCF591AF},2013,4,37.742202,-122.431322
POINT (-122.429432008223 37.767508947951),25,2100 MARKET ST,Home Restaurant,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:23 AM +0000,{501A4E50-54C6-46EB-BE3E-996E62F48177},2011,5,37.767504,-122.429419
POINT (-122.446419639172 37.775745190371),2859,1799 FULTON ST,Starbucks,FULTON,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{5968348A-EC20-4F97-98D8-C0AE7B74737B},2015,10,37.77574,-122.446406
POINT (-122.430125008857 37.771407948232),1949,200 FILLMORE ST,Thep Phanom Thai,FILLMORE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{BE5E307B-DF7F-4A10-917F-021FE7DB944D},2010,0,37.771403,-122.430112
POINT (-122.412577009294 37.746811948104),3020,1500 TREAT AVE,UNKNOWN,TREAT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:47 AM +0000,{1E2F7C4A-7330-40F8-90FB-7DAA5B61E501},2006,0,37.746807,-122.412564
POINT (-122.454188008103 37.774058947927),2712,450 STANYAN ST,St. Mary's Hospital,STANYAN,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{7D097C6E-7EA4-4553-AB60-C6394615BED8},2010,12,37.774054,-122.454175
POINT (-122.466416008058 37.740677947534),255,28 WEST PORTAL AVE,Noah's Bagel,WEST PORTAL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{0286E1CD-5ABA-48A1-9FDA-39F02C13FBA9},2002,0,37.740673,-122.466403
POINT (-122.434380008313 37.751436947943),1630,4100 24TH ST,Heroine,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{272F4B4C-A47E-4D9D-9702-6357B11EB92B},2002,0,37.751432,-122.434367
POINT (-122.437117009271 37.775418948467),723,1250 HAYES ST,Hayes Convalescent Hospital,HAYES,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:23 AM +0000,{1F987C39-818B-451A-8B83-828E88DD746D},2012,8,37.775414,-122.437104
POINT (-122.452988183671 37.766808442574),725,854 STANYAN ST,Past Perfect,STANYAN,SIDEWALK,1,2,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:23 AM +0000,{F197E4F7-E359-4D8E-8DC3-E0BF99C36B45},2015,10,37.766804,-122.452975
POINT (-122.505375008983 37.760200947574),2136,4033 JUDAH ST,Trouble Coffee Company,JUDAH,SIDEWALK,2,4,,,MTA,10/21/2017 12:22:02 AM +0000,{F464939A-B04D-460B-B260-85927986D0A3},2010,0,37.760196,-122.505362
POINT (-122.388561308521 37.758154888401),135,2496 03RD ST,Dogpatch Saloon,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{3E0C39A1-C49D-4BD8-B057-7E0BDA9ED141},2012,9,37.75815,-122.388548
POINT (-122.415268009332 37.787599948193),401,800 POST ST,Cafe Royale,POST,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{5FC0B7C3-AFC8-46CF-9C68-0D92A074144D},2011,11,37.787595,-122.415255
POINT (-122.411202007756 37.787158948005),1922,486 GEARY ST,Alcatraz Gift and Tours,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{1C9DABB8-57CA-432C-9A6D-2E0F0C39D493},2013,4,37.787154,-122.411189
POINT (-122.457006208785 37.781042998093),789,3545 GEARY BLVD,Telegraph Crossfit,GEARY,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{92B3FD82-56C0-4EDD-BA95-16D90E8A0752},2013,5,37.781038,-122.456993
POINT (-122.506099622862 37.762219960335),3549,4501 Irving Street,YogaBeach SF,IRVING,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{D08D0B7B-0E6B-425A-B4FF-597AD8F44CBF},2016,7,37.762215,-122.506086
POINT (-122.424214009043 37.763008948111),2443,3505 17TH ST,Claire's Deli,17TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{D32529B6-3AB7-474C-8DA2-69192AB1537C},2012,6,37.763004,-122.424201
POINT (-122.410297008345 37.774472947972),217,1225 FOLSOM ST,Driftwood,FOLSOM,ROADWAY,7,14,,,MTA,10/21/2017 12:21:24 AM +0000,{9577F824-4B20-473F-BECB-8875899668D4},2013,12,37.774468,-122.410284
POINT (-122.432847009308 37.751122947908),843,4045 24TH ST,Wells Fargo,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{C7C2CA5D-4CCF-4C1B-B95D-12D91440E9C8},2002,0,37.751118,-122.432834
POINT (-122.419107666547 37.758164637637),3558,2430 Mission Street,Self Help FCU,MISSION,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:36 AM +0000,{3E4A649C-F4ED-48A0-9BFD-AB18E313F77F},2016,7,37.75816,-122.419094
POINT (-122.418102009178 37.784820947962),2122,739 LARKIN ST,UNKNOWN,LARKIN,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{09A5FD3D-C63E-488E-B7EE-188FB9A173C5},2003,0,37.784816,-122.418089
POINT (-122.407859008201 37.782055947455),313,950 MISSION ST,Barbary Coast,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{FC681A10-E3C2-405A-B479-7520632B76D0},2013,1,37.782051,-122.407846
POINT (-122.466060009014 37.76515594833),573,1240 09TH AVE,Park Chow,09TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{CCB42920-097B-494F-B7AC-74E7A0195EAF},2006,0,37.765151,-122.466047
POINT (-122.426724408012 37.747590807959),925,3885 CESAR CHAVEZ ST,Omnivore Books,CESAR CHAVEZ,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:48 AM +0000,{0CB2F5C3-4975-4DBE-96A0-BDCB9EA3AF60},2013,7,37.747586,-122.426711
POINT (-122.437400308068 37.774703917754),1668,542 DIVISADERO ST,Bi Rite Market,DIVISADERO,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{BFF6DF46-2DCC-4557-A66C-623D31BE9601},2013,6,37.774699,-122.437387
POINT (-122.404028132658 37.787343465902),2293,720 MARKET ST,Mazarine Coffee LLC,MARKET,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:51 AM +0000,{97AC7BE9-6740-43C8-8594-61A46F68AD23},2015,10,37.787339,-122.404015
POINT (-122.422764008819 37.777603947517),2236,399 GROVE ST,Boxing Room,GROVE,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:04 AM +0000,{20B887B5-073D-49FF-9C4A-C8624E9B54F7},2004,0,37.777599,-122.422751
POINT (-122.422356108266 37.797695747643),2391,2255 POLK ST,Woods Polk Station,POLK,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:02 AM +0000,{863A4BED-DCF6-4292-89C0-0D0884F2A674},2015,1,37.797691,-122.422343
POINT (-122.422275609199 37.744171318024),1359,78 29TH ST,Cafe Seventy8,29TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{9398CBA7-48EC-4F37-8AA9-B587C7393F49},2006,0,37.744166,-122.422262
POINT (-122.489273149391 37.761096365445),3431,2545 Judah,Panda Kung fu,JUDAH,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{26F12832-3FA0-4D21-88A4-3890275541D9},2016,8,37.761091,-122.48926
POINT (-122.430590008267 37.787089947662),1706,2031 BUSH ST,Nihonmachi Little Friends,BUSH,SIDEWALK,2,4,,,MTA,10/21/2017 12:22:02 AM +0000,{204BF29F-BE73-4E59-9AE4-626B4E320879},2015,1,37.787085,-122.430577
POINT (-122.400813008666 37.783512948144),1833,701 HOWARD ST,Zeum Museum,HOWARD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{15A23406-6D38-4856-9D27-69D07EB0A0B3},2002,0,37.783508,-122.4008
POINT (-122.433077508653 37.786589717798),292,1904 FILLMORE ST,Cassandria Blackmore,FILLMORE,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:19 AM +0000,{EDCA7303-4F63-473A-B678-F5D8071C8D8C},2004,0,37.786585,-122.433064
POINT (-122.415608008765 37.778523948055),254,1220 MARKET ST,Sam's Diner,MARKET,SIDEWALK,3,6,,,MTA,10/21/2017 12:21:19 AM +0000,{C07763B2-B131-45A6-BE4A-94569A26F6E9},2011,5,37.778519,-122.415595
POINT (-122.404389007994 37.775397947748),2362,850 BRYANT ST,SFPD Southern Station,BRYANT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{C5DF105F-1741-45AC-B502-8DA4282513D5},2005,0,37.775393,-122.404376
POINT (-122.398972008249 37.781764948291),1595,760 HARRISON ST,multiple,HARRISON,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{32FE95F1-BF01-4F59-B43C-E764278EF1FA},2006,0,37.78176,-122.398959
POINT (-122.41602900856 37.763413947825),2965,3141 17TH ST,Ocean Sash and Door Co.,17TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:38 AM +0000,{7CACF273-FA34-4A5F-AFCA-E5CE12B8EB58},2003,0,37.763409,-122.416016
POINT (-122.421395009041 37.76309194798),1857,601 VALENCIA ST,T-Mobile store,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{2557E39C-80EE-474F-8292-CBB17351080C},2003,0,37.763087,-122.421382
POINT (-122.41494800883 37.776769948184),2437,65 09TH ST,UNKNOWN,09TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:03 AM +0000,{3120C660-5464-43ED-9442-3A9FBB1092D4},2003,0,37.776765,-122.414935
POINT (-122.393040008973 37.779560948192),34,665 03RD ST,Wine Bar,03RD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{224E5C25-1912-4FD1-807F-5B7FA470AE8A},2010,0,37.779556,-122.393027
POINT (-122.478168759252 37.763452486855),3221,1899 Irving St,Luca Food,IRVING,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:48 AM +0000,{A279900E-13E8-452E-A8B6-A2B13FC6581A},2017,7,37.763448,-122.478156
POINT (-122.420935009645 37.751850948316),2806,1304 VALENCIA ST,Muddy Waters coffee shop,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:25 AM +0000,{BC8D727C-6809-42C5-A4DB-EF08C38E3BEC},2000,0,37.751846,-122.420922
POINT (-122.434010008427 37.725282948053),1958,4551 MISSION ST,La Fiesta Hall,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:51 AM +0000,{58C8C702-7E93-429E-83CB-90D39B00C2DA},2015,1,37.725278,-122.433997
POINT (-122.422839009372 37.748632547981),780,1400 GUERRERO ST,26th and Guerrero Market,GUERRERO; 26TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{9BC685A7-F09B-45C0-A5BE-999977405DBD},2015,7,37.748628,-122.422826
POINT (-122.407922009166 37.779468948067),2877,1028 HOWARD ST,San Francisco Green Party,HOWARD,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:37 AM +0000,{4115948D-8E7B-41AC-9622-C0D10A9C7BD0},2003,0,37.779464,-122.407909
POINT (-122.422655521684 37.772651157646),1719,1720 Market Street,SF Bicycle Coalition,MARKET,SIDEWALK,6,12,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:22:03 AM +0000,{75A81BD3-84CB-4848-A191-712080A85ECF},2015,12,37.772646,-122.422642
POINT (-122.410199608338 37.762216847899),2992,1960 BRYANT ST,Brightworks School,BRYANT,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:39 AM +0000,{58DAD1DF-BDF8-4C24-925E-B4D3DCB9A272},2015,1,37.762212,-122.410186
POINT (-122.399634378452 37.790489301045),2520,525 MARKET ST,U-Sushi,MARKET,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:25 AM +0000,{8532E99F-953A-43A3-ADD6-5A7BF710CD66},2015,8,37.790484,-122.399621
POINT (-122.461803009551 37.783315948082),2034,212 CLEMENT ST,Seedstore & Park Life,CLEMENT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{493FDDA6-68E0-4C2D-B830-9482A15DBB84},2012,2,37.783311,-122.46179
POINT (-122.43388530823 37.725541147747),2262,4539 MISSION ST,Sireno's Salon,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{6EE8CE6C-C385-41D6-A34B-6AC8D606914A},2015,1,37.725536,-122.433872
POINT (-122.459883008515 37.783300947177),2538,50 CLEMENT ST,Eats,CLEMENT,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:25 AM +0000,{478A1EA6-33CD-4BE9-B694-DB87E90B9DB9},2012,3,37.783296,-122.45987
POINT (-122.458439490766 37.776311116506),2597,746 ARGUELLO BLVD,San Francyclo,ARGUELLO,SIDEWALK,2,4,ETUVEL,12/17/2015 10:34:57 PM +0000,MTA,10/21/2017 12:21:34 AM +0000,{997E1AAC-8A86-4771-B176-92C7FB651EA1},2015,8,37.776306,-122.458426
POINT (-122.479830001863 37.76351689407),3220,2050 Irving St,Walgreens Pharmacy,IRVING,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:48 AM +0000,{FF483928-0D89-4D72-BC75-1840F0BDCCDC},2017,7,37.763512,-122.479817
POINT (-122.387337008568 37.74015894819),1255,1555 GALVEZ AVE,Nueva Castilla Company,GALVEZ,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:47 AM +0000,{FFB2FD11-2320-41F1-BC45-6DD688F280B8},2011,1,37.740154,-122.387324
POINT (-122.420237511028 37.788728865394),3414,1300 polk,Unified Church of Christ,POLK,SIDEWALK,1,2,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:35 AM +0000,{11C28D52-0D03-4E34-9CC7-760AE4A5D0E5},2016,8,37.788724,-122.420224
POINT (-122.396529008584 37.772771948423),2930,325 BERRY ST,Park Terrace,BERRY,SIDEWALK,3,3,,,MTA,10/21/2017 12:21:38 AM +0000,{A2AD7FBB-B01E-4E1F-9D6E-6CDDCCC408E2},2007,0,37.772767,-122.396516
POINT (-122.430268008369 37.772357038091),2847,488 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:36 AM +0000,{1E8A0034-2234-47C6-94A5-D921E27E2A6B},2003,0,37.772352,-122.430255
POINT (-122.415028008214 37.775602948106),529,1339 MISSION ST,City Aikado,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:34 AM +0000,{9765E083-26C1-439A-912C-A1F26E3FA137},2013,4,37.775598,-122.415015
POINT (-122.419521008645 37.755191477196),2976,3239 22ND ST,Cava 22,22ND,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{3AE51F0F-D5AE-4E1D-AB42-6DEFA7BCB134},2002,0,37.755187,-122.419508
POINT (-122.419185109109 37.762251247715),1871,2171 MISSION ST,Pagertown and Weird Fish,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:49 AM +0000,{718145E7-B93B-4632-AE2E-27188C20CDDE},2015,1,37.762246,-122.419172
POINT (-122.423369008806 37.776066947843),1384,330 FELL ST,UNKNOWN,FELL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{F50B5737-33E2-40E1-9258-A33C2D800825},2002,0,37.776062,-122.423356
POINT (-122.476361008321 37.74326794767),562,926 TARAVAL ST,Chase,TARAVAL,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:20 AM +0000,{D3765B97-DB5B-4D75-88A3-082B6C36DD0B},2003,0,37.743263,-122.476348
POINT (-122.469900508582 37.763751047939),2004,1117 IRVING ST,Relax Feet Massage,IRVING,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{CEBEF012-C221-4698-80BB-B8D3131C6387},2015,6,37.763746,-122.469887
POINT (-122.414461008948 37.739079948079),2350,803 CORTLAND AVE,Blue Elephant Thai Cuisine,CORTLAND,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{B4593861-D3BD-4521-B0B8-2EAA0E660350},2002,0,37.739075,-122.414448
POINT (-122.420374309385 37.752246798292),2441,1299 VALENCIA ST,Valencia Farmer's Market,VALENCIA,ROADWAY,4,8,,,MTA,10/21/2017 12:22:03 AM +0000,{423BDCA0-C0B7-4459-989A-3D801CC14985},2010,5,37.752242,-122.420361
POINT (-122.431077208184 37.763105997892),2259,380 SANCHEZ ST,Viking Hair Salon,17TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:50 AM +0000,{4FD0FFB2-7763-4C9E-8575-FB45B595E838},2002,0,37.763101,-122.431064
POINT (-122.434967008933 37.771779947798),1129,776 HAIGHT ST,Coffee Bean,HAIGHT,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:39 AM +0000,{F1CFE612-6814-4B73-AC52-3E83AE67DD85},2010,0,37.771775,-122.434954
POINT (-122.431622007908 37.751243947935),2319,3991 24TH ST,Toast Eatery,24TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:52 AM +0000,{976155D9-510C-4525-A142-DC5F40C942A5},2002,0,37.751239,-122.431609
POINT (-122.469395208221 37.774917968606),460,701 11TH AVE,SFA Yoga,11TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:34 AM +0000,{80F3114F-0352-40DE-8B2E-3B87C89FC8B0},2006,0,37.774913,-122.469382
POINT (-122.402024008607 37.765724948088),2346,300 DE HARO ST,mulitple,16TH,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:53 AM +0000,{3A896D20-4D73-44AE-A015-AE6589707A74},2010,0,37.76572,-122.402011
POINT (-122.407158008132 37.78394694829),1690,865 MARKET ST,Westfield Centre Harry David,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:22:02 AM +0000,{26B67ACE-31B0-4696-B48A-ACE670ED0A93},2013,12,37.783942,-122.407145
POINT (-122.437379008537 37.721702948217),2087,4780 MISSION ST,Burger King,MISSION,SIDEWALK,1,2,,,MTA,10/21/2017 12:22:01 AM +0000,{FFF616EB-B7F7-4F6F-ABCF-FAF86F655DA8},2004,0,37.721698,-122.437366
POINT (-122.421162945561 37.793299989604),3598,1800 Polk St,It's a Grind Coffee House,WASHINGTON,SIDEWALK,2,4,JMOLINA,07/24/2017 05:02:28 PM +0000,MTA,10/21/2017 12:21:37 AM +0000,{DB90D20C-1A47-4095-9C0A-C679C8E5BC49},2016,7,37.793295,-122.42115
POINT (-122.420628908332 37.755776137901),679,1077 VALENCIA ST,Valencia Cyclery,VALENCIA,SIDEWALK,1,2,,,MTA,10/21/2017 12:21:22 AM +0000,{017E2622-4B94-4189-A6C5-D45F7FBE27C6},2002,0,37.755771,-122.420616
POINT (-122.406070808972 37.784802638399),195,825 MARKET ST,Walgreens,MARKET,SIDEWALK,2,4,,,MTA,10/21/2017 12:21:24 AM +0000,{8038B58D-4615-454B-BCF7-7761B7229133},2013,11,37.784798,-122.406058
